title,artist,lyrics,emotion
Çöpçüler,Erkin Koray,"[Bölüm 1] Aşktan yana şansım yok Ağlıyorum derdim çok Aşktan yana şansım yok Ağlıyorum derdim çok Aşkımı kaybetmişim Sordum sordum bulan yok Aşkımı kaybetmişim Sordum sordum bulan yok [Nakarat] Dün gece çok aradım (Ah) Aradım bulamadım (Ah) Kör olası çöpçüler Aşkımı süpürmüşler Dün gece çok aradım Aradım bulamadım Kör olası çöpçüler Aşkımı süpürmüşler Ah, ah [Bölüm 2] Sokaklarda ne ararsın? Beni kimden sorarsın? Sokaklarda ne ararsın? Beni kimden sorarsın? Ben düştüm aşk ateşine Sen de düşme yanarsın Ben düştüm aşk ateşine Sen de düşme yanarsın [Nakarat] Dün gece çok aradım (Ah) Aradım bulamadım (Ah) Kör olası çöpçüler Aşkımı süpürmüşler Dün gece çok aradım Aradım bulamadım Kör olası çöpçüler Aşkımı süpürmüşler [Çıkış] Ah, ah, ah Kör olası çöpçüler Aşkımı süpürmüşler Ah, ah, ah Kör olası çöpçüler Aşkımı süpürmüşler",aşk
Sürünüyorum Club Mix,Hande Yener,Döndürsene beni senin yoluna Kahreden dünyamda sürünüyorum Huzursuz geceler korkulu düşler Bakta gör halimi sürünüyorum Ne bir sevenim var ne seven bir kalbim Ellerim bağrımda perişan kaldım Birgün değil sana hergün yalvardım Duymadın sesimi sürünüyorum Avutma her güne bin ümit verip Ağlatıyor sonra hüsranlar gelir Baştan yarat beni dertten eleyip Acı bu halime sürünüyorum Ne bir sevenim var ne seven bir kalbim Ellerim bağrımda perişan kaldım Birgün değil sana hergün yalvardım Duymadın sesimi sürünüyorum,üzgün
Gücüm Yetmez,Nalan,"Koyamam kimseyi yerine Solamam ellerin teninde Sonunu bilmesem bile Seninim vaz geçilmezim Gidiþin kahreder beni Kor olur yakar içimi Bu ne dert, bu ne ýzdýrap Ne zaman bitecek bu azap Tanrým ne olur Ayýrma bizi, buna gücüm yetmez Bu çaresiz yürek ölür de vazgeçemez Ýnan zindan olur hayat kahrolurum Dayanmaz buna caným anla ne olur",üzgün
Yağmur,Erkin Koray,[1. Bölüm] Yağmurun sesine bak Aşka davet ediyor Cama vuran her damla Beni harap ediyor Bu yağmur seni benden Alıp götüren yağmur Aşkımızı sel gibi Silip süpüren yağmur [Nakarat] Her damlada ah ettim Hayatıma kahrettim O kadar üzgünüm ki Seni nasıl kaybettim Seni nasıl kaybettim [Enstrümantal Köprü] [2. Bölüm] Ne zaman kapım çalsa Sen geldin sanıyorum Korkarım ki aşkımı Boş yere arıyorum Yine yağmur yağacak Beni benden alacak En acı ızdırabın Deryasına salacak [Nakarat] Her damlada ah ettim Hayatıma kahrettim O kadar üzgünüm ki Seni nasıl kaybettim Seni nasıl kaybettim,aşk
Korkarım,Candan Eretin,"Korkarım tanışacağız sizinle Birkaç film seyredeceğiz belki de Ellerim tanışacak ellerinizle Seveceksiniz beni uzun uzun İçimde telaş olacak aşkınız Bir başka bakacağım günlere Dünler dahi değişecek gözümde Seveceğim sizi hem de çok Korkarım alışacağız birbirimize Hangi yemeği sevdiğinizi bileceğim Siz televizyona bakarken Ben saçlarımı öreceğim Konuşmadan oturacağız aynı evde Midem kasılmayacak artık sizi beklerken Seveceksiniz beni, hem de çok Ama işte, daha az bir keyifle Korkarım gideceksiniz sonra siz Biraz ferah ruhunuz, biraz üzgün Uykunun o ipek sığınağında gelecek nefesiniz Özleyeceğim sizi, hem de çok Benden bir ses bekleyecek, aramayacaksınız Hem özleyeceğiz, hem uzakta dinleneceğiz Ve işte böyle biz artık biz olmayacağız Korkarım tanışacağız, sevişeceğiz, ayrılacağız sizinle",aşk
Küt,Glben Ergen,Þu baþýma gelene bakýn Aklýmý oynatmam yakýn Böyle bi durumu daha hiç Yazmadý tarihim Ne konuþacak lafým var Ne uyabileceðim bir hayat Fotoðrafý çekmeme raðmen Gittim baðlandým Küt küt atýyor kalbim Bitmedi gitti þu harbim Liseli kýzlar gibi pýrpýr Uykusuz gecelere talim Ne ayýp biliyor Ne günah biliyor Esiyor aklýna geliyor apansýz Aþk bunu hep yapýyor Ne tarzým tarzýna uygun O hiper aktif ben durgun Yani kaza gibi bi vurgun Ne kadar matrak halim Küt küt atýyor kalbim Bitmedi gitti þu harbim Liseli kýzlar gibi pýrpýr Uykusuz gecelere talim Ne ayýp biliyor Ne günah biliyor Esiyor aklýna geliyor apansýz Aþk bunu hep yapýyor Küt küt atýyor kalbim Bitmedi gitti þu harbim Liseli kýzlar gibi pýrpýr Uykusuz gecelere talim,üzgün
Pamfilyada,Bulutsuzluk zlemi,Palmiye Ve selviler arasındaydım Akdeniz Eski bir evin penceresinde Çivit mavisiydi Ve Müthiş dağlar görüyordum Çok fırtınalıydı gece Yumuşacık elleri vardı Sımsıcak nefesleri vardı Ben bu yüzden buralardaydım Pamfilya'daydım Sedir ağacı Buram buram kokuyordu Biraz serin Eski bir evin Kireç badanalı Tahta odasındaydım Dışarıda bir guguk kuşu Hiç susmuyordu Çok fırtınalıydı gece Uçsuz bucaksız gözleri vardı Sımsıcak nefesleri vardı Ben bu yüzden buralardaydım Pamfilya'daydım,üzgün
Gelme,Kurban,"[Bölüm 1] Gözüm yoktur ama gönül çok uzakta Belki çoktan öldü, belki yaşar hâlâ Her şeyi görensin, yerimi bilensin Sakın gelme asla, gelme haber yolla [Kavuştak] Yoluna çıksam da Sararıp solsam da İlacım sen olsan da gelme [Bölüm 2] Bir ses ta derinden, dedi; vazgeç, yol yakınken Yollar bana koymaz, tutarsan elimden Her şeyi görensin, yerimi bilensin Sakın gelme asla, gelme haber yolla [Kavuştak] Yoluna çıksam da Sararıp solsam da İlacım sen olsan da gelme [Bölüm 3] Gözüm yoktur ama gönül çok uzakta Belki çoktan ölmüş, belki yaşar hâlâ Her şeyi görensin, yerimi bilensin Sakın gelme asla, gelme haber yolla [Kavuştak X2] Yoluna çıksam da Sararıp solsam da İlacım sen olsan da gelme",üzgün
Üç Kalp,Ajda Pekkan,Karar ver artýk kimi daha çok sevdiðini Kararsýz olma sen üzme herkesi Kalbinde kim var o mu yoksa ben miyim Bilmek isterim yolumu çizeyim Sen de üzgünsün bu hayattan hem de nasýl Bir kalpte iki kalp nasýl yaþanýr Ýki kiþi seven iki defa ölürmüþ Bir kalp yalnýz bir kalbi düþünürmüþ Ah sen üzgün ah ben üzgün O da üzgün yapma herkes de üzgün Gözler beni arar kalbin onu düþünür Tercih yap sonra üç kalp birden ölür Görülmemiþtir böyle aþk inan dünyada Ne biçim sevgi üç kalp bir arada Sen de üzgünsün bu hayattan hem de nasýl Bir kalpte iki kalp nasýl yaþanýr Ýki kiþi seven iki defa ölürmüþ Bir kalp yalnýz bir kalbi düþünürmüþ Ah sen üzgün ah ben üzgün O da üzgün yapma herkes de üzgün,üzgün
Zalimin Zulmü,Nazan ncel,Daha benden ayrılmadan Başka sevgili buldun Saadet hiç belli olmaz Sevgilim mesut musun Bu sevgiye düştüm nerden Kendimi unuttum ben Hayatımı sana verdim Gençliğim gitti elden Şimdi artık yalnızım Ağlamak neye yarar Zalimin zulmü varsa Sevenin Allahı var,aşk
Dillere Düşeceğiz Seninle,Nazan ncel,"Dillere düşeceğiz seninle İlle de biz düşecek Taze bahar dalları gibi Çiçeklenecek Tadım tuzum olacaksın benim Tadım tuzum olacak Yatağıma gireceksin benim İlle de sen yatacak Seni, seni, en çok seni Bir tek seni severim hani Kör olayım yar Sürünürüm yar Her daim yar Billahi Bir gemi alacak bizi buralardan Bir daha dönmeyecek Her yere gideceğiz seninle İlle de biz gidecek Uzak ya da yakın oluruz bazen Ah ne fark edecek? Tuz kadar severiz biz hani Buna kim son verecek?",aşk
Allah Affetsin,Nalan,Can evimden vurdu bak seviyor dediklerim Karlar yaðmadan daha Çýð oldu dost bildiðim Bana aðlama bana yalvarma Allah affetsin seni ben unuttum ya Hepsi bak insandýlar paraya kul oldular Artýk ne denir bilmem Hepsine mutluluklar,mutlu
Sır,Pentagram (Mezarkabul),"Kaybolmuşluk dert olmasın sana Yönler yalan hep aynı yoldayız Can bir nefes, yük olmasın sana Kesme sakın hep aynı daldayız Uyan aç gözlerini Ömür biter yol kalır Uyan aç artık kalbini Akıl biter sır kalır Yalnızlığın dert olmasın sana Bağlanmışız derinden biz bize Dört bir yanın karanlık olsa da Bu yalnızlık bölünmüş herkese Uyan aç gözlerini Ömür biter yol kalır Uyan aç artık kalbini Akıl biter sır kalır",üzgün
Ben Kimleyim,Mavi Sakal,Ben kimleyim Ben nerdeyim Sessizlik Kanımdan daha ağır Ben kimleyim Ben nerdeyim Yaşlarım Yaşalrımdan daha ağır Ben bekledim Ben sevindim Yaşlarım Yaşalrımdan daha ağır Bir ağırlık çöktü Anlarıma Bu ağırlık herşey Uzak bana Bir ağırlık çöktü Hayatıma Bu ağırlık herşeyden zor Bana Ben neyleyim Ben çok sevdim Sensizlik senleyken Daha ağır Bir ağırlık çöktü Anlarıma Bu ağırlık herşey Uzak bana Bir ağırlık çöktü Hayatıma Bu ağırlık herşeyden zor bana Bana,aşk
Beynim Zonkluyor,Bulutsuzluk zlemi,"Üretmeliyim Üretmeliyim Üretmeliyim Üretmeliyim Üretmeliyim Üretmeliyim Beynim zonkluyor Beynim zonkluyor Olayların akışı Olayların akışı Beni takmıyor Beynim zonkluyor Cek cak cak Din dan don Tik tak tak Saatin sesi Nasıl kızmam Beynim zonkluyor Niye adı ""Korsan Mırık""tı Halil Amca oldu? Niye yükselemedi güneş solda Güneye giderken? Niye kanat takıp uçamadı ""Deniz"" Bulutsuzluk özlemiyle? Niye kanat takıp uçamadı ""Deniz"" Bulutsuzluk özlemiyle? Kim verdi ekmek paramızı? Onlar mı? Kim verdi ekmek paramızı? Onlar mı? Onlar mı? Onlar mı? Tekrar yok Tekrar yok Tekrar yok Bu şarkı Bu akorlar Başka türlü Olmalı mıydı? Ve bu dünya Fid dünya Fil ahireti haseneten Ve kına azabennar Beynim zonkluyor Beynim zonkluyor Bir şeyler yapmalı, yalnız olmuyor Beynim",melankoli
Bir Hata,Ajda Pekkan,Veda etmeden son defa Dolar yýllar gözlerime Yalan dolu yýllar Yaþar hala benimle Unutmak kolay deðil Nefret geçse yerine affetmek zor kelime Yakýþmýyor dilime Ýnsan alýþýr zamanla korktuðu yalnýzlýða Kalsam da bir baþýma yeterim kendi kendime Ya sen sevmeyi bilmeyen Neden sevildikçe kahreden Oysa piþmanlýðý bir denesen Bilsen neler alýrdýn benden Bir hataydý belkide yasanmasý gereken Silinecek zamanla her þey günün birinde Acýlar dinse bile izler kalýr derinde Aþýk olursam bir daha yenilmem hislerime Dönerim yol yakýnken geç olmadan gizlice Ya sen sevmeyi bilmeyen Neden sevildikçe kahreden Oysa piþmanlýðý bir denesen Bilsen neler alýrdýn benden Bir hataydý aþkýmýz yaþanmaya deðmeyen Söz : Fikret Þeneþ & Müzik : Ramón Arcusa,üzgün
Evire Çevire,Gkhan Tepe,Çektiğim acıların aynısından sana da ısmarladım Borçlu kalmayı sevmem bilirsin bi sana geç kaldım Ben yaşadıkça çıldıracaksın ihtimal derim Verdiğim rahatsızlıktan dolayı çok özür dilerim İlk değil ki insanın şeytana uyması Zordur hep gidenlerin kalanları duyması Acım kalır sana pişmanlığımdan Bir yalan uydur hadi bana en doğrusundan Aşk adamı evire çevire döver İhaneti böyle yüreği döner Sen öğrettin bana gururlanmayı Söyle o şarkıyı bir teselli ver,üzgün
İnsanlar Çok,Hande Yener,İnsanlar çok Sevgi diye bağıran koşan İnsanlar çok Böyle olmalı Dünya yaşam dolmalı Sokaklar el ele dolaşanlarla İnsanlar çok Kardeşi yoksa Dostu hiç yoksa Yinede yıldırılamayan İnsanlar çok Böyle olmalı Dünya yaşam dolmalı Sokaklar el ele dolaşanlarla İnsanlar çok,aşk
Bulamazsın,Zeki Mren,[1. Bölüm] Ellere kanıpta gitme sevgilim Hayat bu gün gelir harcarlar seni Bir de saçlarına karlar yağınca Eskimiş şal gibi atarlar seni Eğer gideceksen mani olamam Düşersen sonun da yine bul beni Vefasız Kullardan vefa bekleme Kıymetsiz bir pula satarlar seni [Nakarat] Bulamazsın bulamazsın benim gibi seveni Bulamazsın bulamazsın seni mutlu edeni Bulamazsın bulamazsın benim gibi seveni Bulamazsın bulamazsın senin için öleni [2. Bölüm] Sevgilim dünyanın kanunu böğle Sevip mutlu olan var mıdır söyle Seni benim gibi kimse anlamaz Mutlu olmazsın başka biri ile Eğer gideceksen mani olamam Düşersen sonun da yine bul beni Vefasız Kullardan vefa bekleme Kıymetsiz bir pula satarlar seni [Nakarat] Bulamazsın bulamazsın benim gibi seveni Bulamazsın bulamazsın seni mutlu edeni Bulamazsın bulamazsın benim gibi seveni Bulamazsın bulamazsın senin için öleni,aşk
Drama Köprüsü,Haramiler,"[""Drama Köprüsü"" için şarkı sözleri] [Bölüm 1] Drama Köprüsü bre Hasan Dardır geçilmez Bre Hasan dardır geçilmez Soğuktur suları da Hasan Bir tas içilmez Soğuktur suları da Hasan Bir tas içilmez Anadan geçilir Hasan Yardan geçilmez Bre Hasan yardan geçilmez [Köprü] At martini de bre Hasan Dağlar inlesin Drama mahpusunda Hasan Dostlar dinlesin [Bölüm 2] Mezar taşlarını Hasan Koyun mu sandın bre Hasan? Koyun mu sandın? Adam öldürmeyi de Hasan Oyun mu sandın? Adam öldürmeyi de Hasan Oyun mu sandın? Drama mahpusunu Hasan Evin mi sandın? Bre Hasan evin mi sandın? At martini de bre Hasan Dağlar inlesin [Nakarat] Drama mahpusunda Hasan Dostlar dinlesin Drama mahpusunda Hasan Dostlar dinlesin Drama mahpusunda Hasan Dostlar dinlesin Drama mahpusunda Hasan Dostlar dinlesin Drama mahpusunda Hasan Dostlar dinlesin Drama mahpusunda Hasan Dostlar dinlesin Drama mahpusunda Hasan Dostlar dinlesin",mutlu
Top,Mustafa Sandal,"Aramızda bir top Aramızda bir top Aramızda bir top var Hatırlattın, hatırlatıyorum Senin her hâlini bilmem ama Bu hâllerin beni çıldırtıyor Aklına gelse de uyma bana Bu hâllerin beni kışkırtıyor Aramızı kimler açtı? Lütfen, soruma cevap bekliyorum Bana bunu kimler yaptı? Senden başka herkesi unutmuşken Hatırlattın, hatırlatıyorum Aramızda bir top var a bilesin Pas vermezsen oynamıyorum Mahşere kadar Hatırlattın, hatırlatıyorum Aramızda bir top var a bilesin Söz vermiştik, anlamıyorum Son güne kadar Hatırlattın, hatırlatıyorum Hatırlattın, hatırlatıyorum Hatırlattın, hatırlatıyorum Hatırlattın",aşk
Karar Vermek Zor,Ahmet Kaya,"[1. Bölüm] Malatya'dan çıktım yola, yollar yanıyor Düşman sarmış dört yanımı, kurşun saçıyor Düşmüşüm bir çukura, canım yanıyor Yaşasam mı, ölsem mi? Karar vermek zor! Düşmüşüm bir çukura, canım yanıyor Yaşasam mı, ölsem mi? Karar vermek zor! [2. Bölüm] Beyler deresinde kardaş, pusu kurdular Dağda çadır çadır açtılar, tüfek çaktılar İlker kardeşi canımdan, canımdan vurdular Yaşasak mı, ölsek mi? Karar vermek zor! İlker kardeşi canımdan, canımdan vurdular Yaşasam mı, ölsem mi? Karar vermek zor! ",aşk
Neyleyim,Ahmet Kaya,"[1. Bölüm] Canım benim güzel annem Bir solukluk izin ver Canım benim güzel annem Bir solukluk izin ver [Nakarat] Analık hakkınla bağlama beni Analık hakkınla bağlama beni Aşk dedim, sevda dedim, umut dedim, kavga dedim Elimde gençliğim vardı Onu verdim neyleyim [2. Bölüm] Aman annem, canım annem Bir solukluk izin ver Aman annem, canım annem Bir solukluk izin ver [Nakarat] Analık hakkınla bağlama beni Analık hakkınla bağlama beni Aşk dedim, sevda dedim, umut dedim, kavga dedim Elimde gençliğim vardı Onu verdim neyleyim ",aşk
Yanmışız Greko Latin,Hande Yener,"Yokluğunla var oldun Anladım hatalarımı Ve neden böyle bıraktığını Sanki çok mutlu oldun Sende gör yanlışlarını Silebildin mi yaşananları Başkasının kolunda Bin pişman olduğunda Bensiz kalmaktan korktuğunda Dönmeyi düşündüğünü Ne kadar üzüldüğünü Her şeyi anladım o anda Bile bile seni, bile bile beni Ayırmaya kıyamadım bizi Acele kararlardan nasibimizi aldık Artık aşkın hakkını vermeli",aşk
Ankara Rüzgarı,Erkin Koray,Bu bir ankara hatirasidir ankara iiidir Yillar önce delikanlilar en hizli zamanlarinda kizilayda En hizli anilarini kizilay kaldirimlarina çakarken Boy boy boydan boya delikanlilar En hizli durumlara bailamadan önce birbirimize iöyle bir Bakip E bu mendili icad edeni ne ne yailica Yai yai yai ah gidi gidi meh meh Bu bir ankara usülüdür akaradan çikar Yeni olsa ne eski olsa ne çikar Delikanlilaar ben biz onlar Aaa bak daha ne var En hizli zamaninda ankaranin sevdik birbirimizi Sen ve ben belki çok erken Ama çok yakindik birbirimize Bir kiz ve bir erkek Çiiiii gibi yaidik ankaranin üzerine E bu mendili icad edeni ne ne yalica Yai yai yai ah gidi gidi meh meh Kaldirimlarin dili yok onlar söylemez Biz söyleriz onlari nasil çiinediiimizi Sabahaaa karii firindan ekmek alip yediiimizi Içtiiimizi sevdiiimizi sevildiiimizi Aslinda bi hikayemizi anlatmaya kalksak Zamanin beyni airir denizler kurur Peh eh eh En hizli durumlara bailamadan önce birbirimize iöyle bir Bakip E bu mendili icad edeni ne ne yalica Yai yai yai ah gidi gidi meh meh,öfke
Fotoğraf,Pilli Bebek,"Bir siyah beyaz fotoğrafım ben Tozlu raflardayım eski albümlerde Yağmurlu günlerde Alçak gönüllü bir su birikintisiyim Şehrin karanlık sokaklarında Donu düşük çocukların yaptığı kağıttan bir gemiyim Yüzüyorum, yüzüyor muyum Bilmiyorum bilmiyorum Bir gün batı mıyım güneyde Bir akşam vaktiyim Ucuz bir şarabın şişesiyim denizde Yüzüyorum Yüzüyor muyum Biliyor musun Bir gün bir yağmur sonrası Siyah beyaz bir fotoğraf bulacaksın yerlerde İşte o an Bir kıpırtıyım yüreğinde Ve iki damla yaş olacağım güneşli gözlerinde",melankoli
Tembellik Hakkı,Zardanadam,"Çok cazip bir teklifti; kimse gelmiyor... Aradım herkesi; herkes hayatı erteliyor... Özlemişim bu mereti; doğrusu yalnız pek gitmiyor... Hayat uslandır beni; hayat çalıştır Hayat alıştır beni; bu bir yarıştır İşte tatil düşüneyim; tatilde işi Ve ""çılgın"" hissedeyim kırınca işi... Öngörülmüş arızalar normal; Böyle sistemin işleyişi...",üzgün
Bana Bir Masal Anlat Baba,Yeni Trk,"[""Bana Bir Masal Anlat Baba"" için şarkı sözleri] [Nakarat] Bana bir masal anlat baba İçin bütün oyunlarım Kurtla kuzu olsun şekerle bal Baba bir masal anlat bana İçinde denizle balıklar Yağmurla kar olsun, güneşle ay [Bölüm 1] Anlatırken tut elimi Uykuya dalıp gitsem bile Bırakıp gitme sakın beni Anlatırken tut elimi Uykuya dalıp gitsem bile Bırakıp gitme sakın beni [Nakarat] Bana bir masal anlat baba İçinde tüm sevdiklerim İçinde İstanbul olsun",melankoli
Cool Kadın,Ajda Pekkan,Ne kadar çok sevgim vardı Bir o kadar da endişem gösteremedim Ben aslında gördüğün o cool kadın değildim İçim titriyordu deli gibi geceleri Kalkardım seni seyrederdim Uyurken okşardım saçlarını öperdim Kırdılar kalbimi defalarca kırdılar Bu yüzden oldum hayattan bu yüzden Bu yüzden kaybettim aşktan bu yüzden Tam anladım vakit daraldı Ömür yaprak yaprak sarardı Yıllar bana da ihanet ediyor,aşk
Dönmem,Gkhan Tepe,"Bir gün bakmışsın günler geçmiş Aşklar sona ermiş,terkedilmiş Benden sana kalan bir kaç anı Gözleyecek hergün yollarımı Sensizlik çok zor diyeceksin Sözlerime kanıp döneceksin Bir gurur uğruna yaktım seni Üzgünüm birtanem aldattın beni Dönmem birdaha dönmem Bekleme beni sen aldattın sen...",aşk
